Event,RunTime,ADC,SiPM,DownTime,Temp,Time_stamp_ms,Time_stamp,Time_stamp2,Time_stamp3
4783,76004653,531,160.62,14358899,27.13,1720524197653.0,2024-07-09 11:23:17.653,2024-07-09 11:23:17,2024-07-09 11:23:00
4784,76007464,344,64.67,14359472,27.34,1720524200464.0,2024-07-09 11:23:20.464,2024-07-09 11:23:20,2024-07-09 11:23:00
4785,76042499,609,211.41,14366012,27.13,1720524235499.0,2024-07-09 11:23:55.499,2024-07-09 11:23:55,2024-07-09 11:23:00
4786,76059844,707,320.63,14369249,27.34,1720524252844.0,2024-07-09 11:24:12.844,2024-07-09 11:24:12,2024-07-09 11:24:00
4787,76100903,536,160.18,14377032,27.13,1720524293903.0,2024-07-09 11:24:53.903,2024-07-09 11:24:53,2024-07-09 11:24:00
4788,76113313,519,154.3,14379503,27.34,1720524306313.0,2024-07-09 11:25:06.313,2024-07-09 11:25:06,2024-07-09 11:25:00
4789,76139468,518,151.06,14384440,27.24,1720524332468.0,2024-07-09 11:25:32.468,2024-07-09 11:25:32,2024-07-09 11:25:00
4790,76166235,524,150.73,14389570,27.34,1720524359235.0,2024-07-09 11:25:59.235,2024-07-09 11:25:59,2024-07-09 11:25:00
4791,76184975,531,160.62,14392996,27.13,1720524377975.0,2024-07-09 11:26:17.975,2024-07-09 11:26:17,2024-07-09 11:26:00
4792,76188191,511,149.39,14393761,27.34,1720524381191.0,2024-07-09 11:26:21.191,2024-07-09 11:26:21,2024-07-09 11:26:00
4793,76200328,511,149.39,14396043,27.13,1720524393328.0,2024-07-09 11:26:33.328,2024-07-09 11:26:33,2024-07-09 11:26:00
4794,76211765,639,249.88,14398142,27.34,1720524404765.0,2024-07-09 11:26:44.765,2024-07-09 11:26:44,2024-07-09 11:26:00
4795,76228380,435,104.92,14401374,27.13,1720524421380.0,2024-07-09 11:27:01.380,2024-07-09 11:27:01,2024-07-09 11:27:00
4796,76242949,665,286.02,14404018,27.34,1720524435949.0,2024-07-09 11:27:15.949,2024-07-09 11:27:15,2024-07-09 11:27:00
4797,76278726,608,202.86,14410853,27.34,1720524471726.0,2024-07-09 11:27:51.726,2024-07-09 11:27:51,2024-07-09 11:27:00
4798,76295471,270,46.71,14414079,27.34,1720524488471.0,2024-07-09 11:28:08.471,2024-07-09 11:28:08,2024-07-09 11:28:00
4799,76312266,752,487.99,14417243,27.13,1720524505266.0,2024-07-09 11:28:25.266,2024-07-09 11:28:25,2024-07-09 11:28:00
4800,76324210,508,144.95,14419530,27.34,1720524517210.0,2024-07-09 11:28:37.210,2024-07-09 11:28:37,2024-07-09 11:28:00
4801,76328891,753,514.96,14420295,27.34,1720524521891.0,2024-07-09 11:28:41.891,2024-07-09 11:28:41,2024-07-09 11:28:00
4802,76334976,551,164.56,14421440,27.13,1720524527976.0,2024-07-09 11:28:47.976,2024-07-09 11:28:47,2024-07-09 11:28:00
4803,76336406,732,451.17,14421821,27.13,1720524529406.0,2024-07-09 11:28:49.406,2024-07-09 11:28:49,2024-07-09 11:28:00
4804,76336987,486,135.98,14421827,27.13,1720524529987.0,2024-07-09 11:28:49.987,2024-07-09 11:28:49,2024-07-09 11:28:00
4805,76337863,499,141.24,14422021,27.34,1720524530863.0,2024-07-09 11:28:50.863,2024-07-09 11:28:50,2024-07-09 11:28:00
4806,76340322,688,328.69,14422596,27.34,1720524533322.0,2024-07-09 11:28:53.322,2024-07-09 11:28:53,2024-07-09 11:28:00
4807,76356784,560,175.34,14425643,27.24,1720524549784.0,2024-07-09 11:29:09.784,2024-07-09 11:29:09,2024-07-09 11:29:00
4808,76358863,560,175.34,14426025,27.45,1720524551863.0,2024-07-09 11:29:11.863,2024-07-09 11:29:11,2024-07-09 11:29:00
4809,76407420,496,144.49,14435342,27.34,1720524600420.0,2024-07-09 11:30:00.420,2024-07-09 11:30:00,2024-07-09 11:30:00
4810,76409671,255,43.96,14435727,27.13,1720524602671.0,2024-07-09 11:30:02.671,2024-07-09 11:30:02,2024-07-09 11:30:00
4811,76447929,558,172.78,14442821,27.34,1720524640929.0,2024-07-09 11:30:40.929,2024-07-09 11:30:40,2024-07-09 11:30:00
4812,76447985,729,380.02,14442826,27.02,1720524640985.0,2024-07-09 11:30:40.985,2024-07-09 11:30:40,2024-07-09 11:30:00
4813,76452393,526,158.17,14443777,27.13,1720524645393.0,2024-07-09 11:30:45.393,2024-07-09 11:30:45,2024-07-09 11:30:00
4814,76459357,542,168.67,14445111,27.34,1720524652357.0,2024-07-09 11:30:52.357,2024-07-09 11:30:52,2024-07-09 11:30:00
4815,76474647,513,148.53,14447968,27.13,1720524667647.0,2024-07-09 11:31:07.647,2024-07-09 11:31:07,2024-07-09 11:31:00
4816,76503977,627,249.17,14453477,27.13,1720524696977.0,2024-07-09 11:31:36.977,2024-07-09 11:31:36,2024-07-09 11:31:00
4817,76552621,624,242.54,14462778,27.34,1720524745621.0,2024-07-09 11:32:25.621,2024-07-09 11:32:25,2024-07-09 11:32:00
4818,76559893,551,164.56,14464108,27.13,1720524752893.0,2024-07-09 11:32:32.893,2024-07-09 11:32:32,2024-07-09 11:32:00
4819,76568615,625,226.08,14465818,27.13,1720524761615.0,2024-07-09 11:32:41.615,2024-07-09 11:32:41,2024-07-09 11:32:00
4820,76575212,639,249.88,14467147,27.13,1720524768212.0,2024-07-09 11:32:48.212,2024-07-09 11:32:48,2024-07-09 11:32:00
4821,76599217,403,88.99,14471709,27.45,1720524792217.0,2024-07-09 11:33:12.217,2024-07-09 11:33:12,2024-07-09 11:33:00
4822,76603568,524,150.73,14472461,27.13,1720524796568.0,2024-07-09 11:33:16.568,2024-07-09 11:33:16,2024-07-09 11:33:00
4823,76605660,739,495.61,14472846,26.91,1720524798660.0,2024-07-09 11:33:18.660,2024-07-09 11:33:18,2024-07-09 11:33:00
4824,76608673,286,49.78,14473420,27.24,1720524801673.0,2024-07-09 11:33:21.673,2024-07-09 11:33:21,2024-07-09 11:33:00
4825,76632347,504,143.61,14477902,27.34,1720524825347.0,2024-07-09 11:33:45.347,2024-07-09 11:33:45,2024-07-09 11:33:00
4826,76641897,543,164.77,14479613,26.7,1720524834897.0,2024-07-09 11:33:54.897,2024-07-09 11:33:54,2024-07-09 11:33:00
4827,76662735,510,148.47,14483605,27.13,1720524855735.0,2024-07-09 11:34:15.735,2024-07-09 11:34:15,2024-07-09 11:34:00
4828,76670998,504,143.61,14485121,26.81,1720524863998.0,2024-07-09 11:34:23.998,2024-07-09 11:34:23,2024-07-09 11:34:00
4829,76672842,517,151.05,14485508,27.13,1720524865842.0,2024-07-09 11:34:25.842,2024-07-09 11:34:25,2024-07-09 11:34:00
4830,76692246,647,246.69,14489301,26.81,1720524885246.0,2024-07-09 11:34:45.246,2024-07-09 11:34:45,2024-07-09 11:34:00
4831,76693933,540,166.11,14489499,27.13,1720524886933.0,2024-07-09 11:34:46.933,2024-07-09 11:34:46,2024-07-09 11:34:00
4832,76707684,537,162.17,14492158,27.13,1720524900684.0,2024-07-09 11:35:00.684,2024-07-09 11:35:00,2024-07-09 11:35:00
4833,76754716,494,141.37,14501071,26.91,1720524947716.0,2024-07-09 11:35:47.716,2024-07-09 11:35:47,2024-07-09 11:35:00
4834,76758736,568,189.84,14501831,26.91,1720524951736.0,2024-07-09 11:35:51.736,2024-07-09 11:35:51,2024-07-09 11:35:00
4835,76782694,572,183.73,14506392,27.13,1720524975694.0,2024-07-09 11:36:15.694,2024-07-09 11:36:15,2024-07-09 11:36:00
4836,76787945,263,45.37,14507347,27.34,1720524980945.0,2024-07-09 11:36:20.945,2024-07-09 11:36:20,2024-07-09 11:36:00
4837,76800798,504,143.61,14509773,27.34,1720524993798.0,2024-07-09 11:36:33.798,2024-07-09 11:36:33,2024-07-09 11:36:00
4838,76806769,551,164.56,14510920,27.34,1720524999769.0,2024-07-09 11:36:39.769,2024-07-09 11:36:39,2024-07-09 11:36:00
4839,76813946,524,150.73,14512251,26.81,1720525006946.0,2024-07-09 11:36:46.946,2024-07-09 11:36:46,2024-07-09 11:36:00
4840,76814746,403,88.99,14512444,27.02,1720525007746.0,2024-07-09 11:36:47.746,2024-07-09 11:36:47,2024-07-09 11:36:00
4841,76815743,568,189.84,14512635,27.34,1720525008743.0,2024-07-09 11:36:48.743,2024-07-09 11:36:48,2024-07-09 11:36:00
4842,76815769,551,164.56,14512640,26.59,1720525008769.0,2024-07-09 11:36:48.769,2024-07-09 11:36:48,2024-07-09 11:36:00
4843,76849622,497,142.37,14519081,26.81,1720525042622.0,2024-07-09 11:37:22.622,2024-07-09 11:37:22,2024-07-09 11:37:00
4844,76851668,560,175.34,14519464,27.13,1720525044668.0,2024-07-09 11:37:24.668,2024-07-09 11:37:24,2024-07-09 11:37:00
4845,76871907,492,134.92,14523276,26.81,1720525064907.0,2024-07-09 11:37:44.907,2024-07-09 11:37:44,2024-07-09 11:37:00
4846,76879865,588,183.26,14524786,27.02,1720525072865.0,2024-07-09 11:37:52.865,2024-07-09 11:37:52,2024-07-09 11:37:00
4847,76881857,543,164.77,14525169,27.34,1720525074857.0,2024-07-09 11:37:54.857,2024-07-09 11:37:54,2024-07-09 11:37:00
4848,76909729,600,203.87,14530487,26.7,1720525102729.0,2024-07-09 11:38:22.729,2024-07-09 11:38:22,2024-07-09 11:38:00
4849,76916189,591,188.65,14531820,27.13,1720525109189.0,2024-07-09 11:38:29.189,2024-07-09 11:38:29,2024-07-09 11:38:00
4850,76966936,540,166.11,14541316,26.91,1720525159936.0,2024-07-09 11:39:19.936,2024-07-09 11:39:19,2024-07-09 11:39:00
4851,77015879,704,326.52,14550610,26.91,1720525208879.0,2024-07-09 11:40:08.879,2024-07-09 11:40:08,2024-07-09 11:40:00
4852,77027675,591,188.65,14552891,27.34,1720525220675.0,2024-07-09 11:40:20.675,2024-07-09 11:40:20,2024-07-09 11:40:00
4853,77030857,572,183.73,14553464,26.81,1720525223857.0,2024-07-09 11:40:23.857,2024-07-09 11:40:23,2024-07-09 11:40:00
4854,77046375,510,148.47,14556500,27.34,1720525239375.0,2024-07-09 11:40:39.375,2024-07-09 11:40:39,2024-07-09 11:40:00
4855,77059956,526,158.17,14558968,26.81,1720525252956.0,2024-07-09 11:40:52.956,2024-07-09 11:40:52,2024-07-09 11:40:00
4856,77070960,710,362.55,14561060,27.02,1720525263960.0,2024-07-09 11:41:03.960,2024-07-09 11:41:03,2024-07-09 11:41:00
4857,77071925,560,175.34,14561254,26.81,1720525264925.0,2024-07-09 11:41:04.925,2024-07-09 11:41:04,2024-07-09 11:41:00
4858,77073900,572,183.73,14561637,26.91,1720525266900.0,2024-07-09 11:41:06.900,2024-07-09 11:41:06,2024-07-09 11:41:00
4859,77086707,575,187.3,14564105,26.7,1720525279707.0,2024-07-09 11:41:19.707,2024-07-09 11:41:19,2024-07-09 11:41:00
4860,77113566,89,21.05,14569232,27.02,1720525306566.0,2024-07-09 11:41:46.566,2024-07-09 11:41:46,2024-07-09 11:41:00
4861,77124482,705,364.03,14571275,26.91,1720525317482.0,2024-07-09 11:41:57.482,2024-07-09 11:41:57,2024-07-09 11:41:00
4862,77129691,504,143.61,14572232,26.59,1720525322691.0,2024-07-09 11:42:02.691,2024-07-09 11:42:02,2024-07-09 11:42:00
4863,77135946,536,160.18,14573375,26.7,1720525328946.0,2024-07-09 11:42:08.946,2024-07-09 11:42:08,2024-07-09 11:42:00
4864,77139309,496,144.49,14574134,27.13,1720525332309.0,2024-07-09 11:42:12.309,2024-07-09 11:42:12,2024-07-09 11:42:00
4865,77139618,551,164.56,14574139,27.34,1720525332618.0,2024-07-09 11:42:12.618,2024-07-09 11:42:12,2024-07-09 11:42:00
4866,77141526,339,62.98,14574522,26.91,1720525334526.0,2024-07-09 11:42:14.526,2024-07-09 11:42:14,2024-07-09 11:42:00
4867,77156931,574,181.47,14577325,26.91,1720525349931.0,2024-07-09 11:42:29.931,2024-07-09 11:42:29,2024-07-09 11:42:00
4868,77181289,515,147.53,14582066,26.59,1720525374289.0,2024-07-09 11:42:54.289,2024-07-09 11:42:54,2024-07-09 11:42:00
4869,77199686,508,144.95,14585482,26.7,1720525392686.0,2024-07-09 11:43:12.686,2024-07-09 11:43:12,2024-07-09 11:43:00
4870,77227285,728,431.28,14590792,27.02,1720525420285.0,2024-07-09 11:43:40.285,2024-07-09 11:43:40,2024-07-09 11:43:00
4871,77228634,679,318.29,14590987,27.02,1720525421634.0,2024-07-09 11:43:41.634,2024-07-09 11:43:41,2024-07-09 11:43:00
4872,77230559,327,59.28,14591370,27.34,1720525423559.0,2024-07-09 11:43:43.559,2024-07-09 11:43:43,2024-07-09 11:43:00
4873,77230814,435,104.92,14591375,26.91,1720525423814.0,2024-07-09 11:43:43.814,2024-07-09 11:43:43,2024-07-09 11:43:00
4874,77236626,536,160.18,14592508,26.48,1720525429626.0,2024-07-09 11:43:49.626,2024-07-09 11:43:49,2024-07-09 11:43:00
4875,77244301,318,57.28,14594031,27.34,1720525437301.0,2024-07-09 11:43:57.301,2024-07-09 11:43:57,2024-07-09 11:43:00
4876,77248843,636,231.85,14594788,27.13,1720525441843.0,2024-07-09 11:44:01.843,2024-07-09 11:44:01,2024-07-09 11:44:00
4877,77258620,536,160.18,14596687,26.48,1720525451620.0,2024-07-09 11:44:11.620,2024-07-09 11:44:11,2024-07-09 11:44:00
4878,77274435,519,154.3,14599736,27.02,1720525467435.0,2024-07-09 11:44:27.435,2024-07-09 11:44:27,2024-07-09 11:44:00
4879,77276775,540,166.11,14600120,26.91,1720525469775.0,2024-07-09 11:44:29.775,2024-07-09 11:44:29,2024-07-09 11:44:00
4880,77326645,230,39.39,14609615,27.24,1720525519645.0,2024-07-09 11:45:19.645,2024-07-09 11:45:19,2024-07-09 11:45:00
4881,77339819,679,318.29,14612045,27.34,1720525532819.0,2024-07-09 11:45:32.819,2024-07-09 11:45:32,2024-07-09 11:45:00
4882,77349912,615,227.36,14613947,27.13,1720525542912.0,2024-07-09 11:45:42.912,2024-07-09 11:45:42,2024-07-09 11:45:00
4883,77393474,591,188.65,14622304,27.02,1720525586474.0,2024-07-09 11:46:26.474,2024-07-09 11:46:26,2024-07-09 11:46:00
4884,77426729,560,175.34,14628564,27.02,1720525619729.0,2024-07-09 11:46:59.729,2024-07-09 11:46:59,2024-07-09 11:46:00
4885,77429230,585,189.11,14629142,26.91,1720525622230.0,2024-07-09 11:47:02.230,2024-07-09 11:47:02,2024-07-09 11:47:00
4886,77457423,536,160.18,14634456,26.91,1720525650423.0,2024-07-09 11:47:30.423,2024-07-09 11:47:30,2024-07-09 11:47:00
4887,77457451,575,187.3,14634461,26.91,1720525650451.0,2024-07-09 11:47:30.451,2024-07-09 11:47:30,2024-07-09 11:47:00
4888,77464528,505,145.23,14635796,27.24,1720525657528.0,2024-07-09 11:47:37.528,2024-07-09 11:47:37,2024-07-09 11:47:00
4889,77474332,113,23.02,14637702,27.13,1720525667332.0,2024-07-09 11:47:47.332,2024-07-09 11:47:47,2024-07-09 11:47:00
4890,77495214,753,514.96,14641611,26.91,1720525688214.0,2024-07-09 11:48:08.214,2024-07-09 11:48:08,2024-07-09 11:48:00
4891,77495779,472,125.87,14641617,26.7,1720525688779.0,2024-07-09 11:48:08.779,2024-07-09 11:48:08,2024-07-09 11:48:00
4892,77500920,543,164.77,14642568,27.02,1720525693920.0,2024-07-09 11:48:13.920,2024-07-09 11:48:13,2024-07-09 11:48:00
4893,77507415,560,175.34,14643894,27.34,1720525700415.0,2024-07-09 11:48:20.415,2024-07-09 11:48:20,2024-07-09 11:48:00
4894,77522557,560,175.34,14646748,27.13,1720525715557.0,2024-07-09 11:48:35.557,2024-07-09 11:48:35,2024-07-09 11:48:00
4895,77534399,505,145.23,14649033,26.48,1720525727399.0,2024-07-09 11:48:47.399,2024-07-09 11:48:47,2024-07-09 11:48:00
4896,77554293,526,158.17,14652830,27.13,1720525747293.0,2024-07-09 11:49:07.293,2024-07-09 11:49:07,2024-07-09 11:49:00
4897,77596524,668,291.28,14660820,27.02,1720525789524.0,2024-07-09 11:49:49.524,2024-07-09 11:49:49,2024-07-09 11:49:00
4898,77596622,483,132.6,14660826,27.13,1720525789622.0,2024-07-09 11:49:49.622,2024-07-09 11:49:49,2024-07-09 11:49:00
4899,77602375,451,113.08,14661962,27.13,1720525795375.0,2024-07-09 11:49:55.375,2024-07-09 11:49:55,2024-07-09 11:49:00
4900,77624417,591,188.65,14666124,27.13,1720525817417.0,2024-07-09 11:50:17.417,2024-07-09 11:50:17,2024-07-09 11:50:00
4901,77670631,526,158.17,14674852,26.91,1720525863631.0,2024-07-09 11:51:03.631,2024-07-09 11:51:03,2024-07-09 11:51:00
4902,77696310,510,148.47,14679792,27.13,1720525889310.0,2024-07-09 11:51:29.310,2024-07-09 11:51:29,2024-07-09 11:51:00
4903,77732193,696,307.73,14686628,27.02,1720525925193.0,2024-07-09 11:52:05.193,2024-07-09 11:52:05,2024-07-09 11:52:00
4904,77732236,515,147.53,14686633,27.34,1720525925236.0,2024-07-09 11:52:05.236,2024-07-09 11:52:05,2024-07-09 11:52:00
4905,77732461,511,149.39,14686638,27.13,1720525925461.0,2024-07-09 11:52:05.461,2024-07-09 11:52:05,2024-07-09 11:52:00
4906,77764441,547,162.22,14692704,27.13,1720525957441.0,2024-07-09 11:52:37.441,2024-07-09 11:52:37,2024-07-09 11:52:00
4907,77805779,519,154.3,14700489,27.34,1720525998779.0,2024-07-09 11:53:18.779,2024-07-09 11:53:18,2024-07-09 11:53:00
4908,77811322,60,17.43,14701632,26.91,1720526004322.0,2024-07-09 11:53:24.322,2024-07-09 11:53:24,2024-07-09 11:53:00
4909,77824682,563,181.65,14704052,27.02,1720526017682.0,2024-07-09 11:53:37.682,2024-07-09 11:53:37,2024-07-09 11:53:00
4910,77855637,608,202.86,14709933,26.81,1720526048637.0,2024-07-09 11:54:08.637,2024-07-09 11:54:08,2024-07-09 11:54:00
4911,77887524,569,185.56,14716009,26.81,1720526080524.0,2024-07-09 11:54:40.524,2024-07-09 11:54:40,2024-07-09 11:54:00
4912,77904976,511,149.39,14719243,27.13,1720526097976.0,2024-07-09 11:54:57.976,2024-07-09 11:54:57,2024-07-09 11:54:00
4913,77905426,526,158.17,14719436,26.91,1720526098426.0,2024-07-09 11:54:58.426,2024-07-09 11:54:58,2024-07-09 11:54:00
4914,77906627,719,344.94,14719629,26.7,1720526099627.0,2024-07-09 11:54:59.627,2024-07-09 11:54:59,2024-07-09 11:54:00
4915,77922575,743,466.23,14722667,26.7,1720526115575.0,2024-07-09 11:55:15.575,2024-07-09 11:55:15,2024-07-09 11:55:00
4916,77928541,579,187.32,14723812,27.13,1720526121541.0,2024-07-09 11:55:21.541,2024-07-09 11:55:21,2024-07-09 11:55:00
4917,77928936,496,144.49,14723817,27.02,1720526121936.0,2024-07-09 11:55:21.936,2024-07-09 11:55:21,2024-07-09 11:55:00
4918,77934519,512,144.44,14724955,27.02,1720526127519.0,2024-07-09 11:55:27.519,2024-07-09 11:55:27,2024-07-09 11:55:00
4919,77972365,696,307.73,14732188,27.13,1720526165365.0,2024-07-09 11:56:05.365,2024-07-09 11:56:05,2024-07-09 11:56:00
4920,77982611,593,187.91,14734093,27.13,1720526175611.0,2024-07-09 11:56:15.611,2024-07-09 11:56:15,2024-07-09 11:56:00
4921,77983605,415,95.0,14734288,26.81,1720526176605.0,2024-07-09 11:56:16.605,2024-07-09 11:56:16,2024-07-09 11:56:00
4922,78031221,519,154.3,14743285,26.91,1720526224221.0,2024-07-09 11:57:04.221,2024-07-09 11:57:04,2024-07-09 11:57:00
4923,78032439,524,150.73,14743478,27.34,1720526225439.0,2024-07-09 11:57:05.439,2024-07-09 11:57:05,2024-07-09 11:57:00
4924,78032643,664,270.86,14743484,27.02,1720526225643.0,2024-07-09 11:57:05.643,2024-07-09 11:57:05,2024-07-09 11:57:00
4925,78041599,563,181.65,14745199,27.13,1720526234599.0,2024-07-09 11:57:14.599,2024-07-09 11:57:14,2024-07-09 11:57:00
4926,78049406,551,164.56,14746713,27.34,1720526242406.0,2024-07-09 11:57:22.406,2024-07-09 11:57:22,2024-07-09 11:57:00
4927,78111356,654,259.18,14758474,26.7,1720526304356.0,2024-07-09 11:58:24.356,2024-07-09 11:58:24,2024-07-09 11:58:00
4928,78125286,536,160.18,14761137,27.13,1720526318286.0,2024-07-09 11:58:38.286,2024-07-09 11:58:38,2024-07-09 11:58:00
4929,78129494,614,229.43,14761898,26.81,1720526322494.0,2024-07-09 11:58:42.494,2024-07-09 11:58:42,2024-07-09 11:58:00
4930,78151204,60,17.43,14766079,27.34,1720526344204.0,2024-07-09 11:59:04.204,2024-07-09 11:59:04,2024-07-09 11:59:00
4931,78201926,583,201.26,14775357,27.02,1720526394926.0,2024-07-09 11:59:54.926,2024-07-09 11:59:54,2024-07-09 11:59:00
4932,78221289,540,166.11,14779158,27.34,1720526414289.0,2024-07-09 12:00:14.289,2024-07-09 12:00:14,2024-07-09 12:00:00
4933,78239921,575,187.3,14782579,27.13,1720526432921.0,2024-07-09 12:00:32.921,2024-07-09 12:00:32,2024-07-09 12:00:00
4934,78245470,510,148.47,14783720,26.91,1720526438470.0,2024-07-09 12:00:38.470,2024-07-09 12:00:38,2024-07-09 12:00:00
4935,78263230,505,145.23,14787137,26.7,1720526456230.0,2024-07-09 12:00:56.230,2024-07-09 12:00:56,2024-07-09 12:00:00
4936,78292875,530,159.82,14792651,27.34,1720526485875.0,2024-07-09 12:01:25.875,2024-07-09 12:01:25,2024-07-09 12:01:00
4937,78311417,593,187.91,14796250,27.13,1720526504417.0,2024-07-09 12:01:44.417,2024-07-09 12:01:44,2024-07-09 12:01:00
4938,78364768,513,148.53,14806315,27.34,1720526557768.0,2024-07-09 12:02:37.768,2024-07-09 12:02:37,2024-07-09 12:02:00
4939,78370912,524,150.73,14807457,26.91,1720526563912.0,2024-07-09 12:02:43.912,2024-07-09 12:02:43,2024-07-09 12:02:00
4940,78379510,624,242.54,14809168,26.81,1720526572510.0,2024-07-09 12:02:52.510,2024-07-09 12:02:52,2024-07-09 12:02:00
4941,78463307,583,201.26,14825082,27.13,1720526656307.0,2024-07-09 12:04:16.307,2024-07-09 12:04:16,2024-07-09 12:04:00
4942,78467942,604,210.97,14825844,27.13,1720526660942.0,2024-07-09 12:04:20.942,2024-07-09 12:04:20,2024-07-09 12:04:00
4943,78475266,524,150.73,14827366,27.13,1720526668266.0,2024-07-09 12:04:28.266,2024-07-09 12:04:28,2024-07-09 12:04:00
4944,78478434,543,164.77,14827938,27.02,1720526671434.0,2024-07-09 12:04:31.434,2024-07-09 12:04:31,2024-07-09 12:04:00
4945,78480910,368,72.93,14828320,27.45,1720526673910.0,2024-07-09 12:04:33.910,2024-07-09 12:04:33,2024-07-09 12:04:00
4946,78495389,530,159.82,14831139,27.34,1720526688389.0,2024-07-09 12:04:48.389,2024-07-09 12:04:48,2024-07-09 12:04:00
4947,78499367,588,183.26,14831900,27.34,1720526692367.0,2024-07-09 12:04:52.367,2024-07-09 12:04:52,2024-07-09 12:04:00
4948,78513667,547,162.22,14834558,27.13,1720526706667.0,2024-07-09 12:05:06.667,2024-07-09 12:05:06,2024-07-09 12:05:00
4949,78527790,376,76.43,14837216,27.34,1720526720790.0,2024-07-09 12:05:20.790,2024-07-09 12:05:20,2024-07-09 12:05:00
4950,78532736,526,158.17,14838157,26.91,1720526725736.0,2024-07-09 12:05:25.736,2024-07-09 12:05:25,2024-07-09 12:05:00
4951,78539417,435,104.92,14839489,27.34,1720526732417.0,2024-07-09 12:05:32.417,2024-07-09 12:05:32,2024-07-09 12:05:00
4952,78545287,543,164.77,14840626,27.13,1720526738287.0,2024-07-09 12:05:38.287,2024-07-09 12:05:38,2024-07-09 12:05:00
4953,78547357,518,151.06,14841011,27.34,1720526740357.0,2024-07-09 12:05:40.357,2024-07-09 12:05:40,2024-07-09 12:05:00
4954,78571836,510,148.47,14845566,27.13,1720526764836.0,2024-07-09 12:06:04.836,2024-07-09 12:06:04,2024-07-09 12:06:00
4955,78588255,508,144.95,14848786,27.13,1720526781255.0,2024-07-09 12:06:21.255,2024-07-09 12:06:21,2024-07-09 12:06:00
4956,78628372,588,183.26,14856381,27.13,1720526821372.0,2024-07-09 12:07:01.372,2024-07-09 12:07:01,2024-07-09 12:07:00
4957,78648739,696,307.73,14860196,26.91,1720526841739.0,2024-07-09 12:07:21.739,2024-07-09 12:07:21,2024-07-09 12:07:00
4958,78649256,135,24.92,14860389,27.34,1720526842256.0,2024-07-09 12:07:22.256,2024-07-09 12:07:22,2024-07-09 12:07:00
4959,78653342,572,183.73,14861136,27.02,1720526846342.0,2024-07-09 12:07:26.342,2024-07-09 12:07:26,2024-07-09 12:07:00
4960,78662231,527,155.96,14862845,27.13,1720526855231.0,2024-07-09 12:07:35.231,2024-07-09 12:07:35,2024-07-09 12:07:00
4961,78696216,551,164.56,14869294,27.13,1720526889216.0,2024-07-09 12:08:09.216,2024-07-09 12:08:09,2024-07-09 12:08:00
4962,78753306,67,18.51,14880091,27.13,1720526946306.0,2024-07-09 12:09:06.306,2024-07-09 12:09:06,2024-07-09 12:09:00
4963,78769856,526,158.17,14883062,27.02,1720526962856.0,2024-07-09 12:09:22.856,2024-07-09 12:09:22,2024-07-09 12:09:00
4964,78773652,451,113.08,14883824,26.91,1720526966652.0,2024-07-09 12:09:26.652,2024-07-09 12:09:26,2024-07-09 12:09:00
4965,78773791,543,164.77,14883829,27.34,1720526966791.0,2024-07-09 12:09:26.791,2024-07-09 12:09:26,2024-07-09 12:09:00
4966,78774263,754,458.64,14884023,27.02,1720526967263.0,2024-07-09 12:09:27.263,2024-07-09 12:09:27,2024-07-09 12:09:00
4967,78784997,752,487.99,14885927,27.13,1720526977997.0,2024-07-09 12:09:37.997,2024-07-09 12:09:37,2024-07-09 12:09:00
4968,78818757,519,154.3,14892377,27.34,1720527011757.0,2024-07-09 12:10:11.757,2024-07-09 12:10:11,2024-07-09 12:10:00
4969,78819729,492,134.92,14892572,27.13,1720527012729.0,2024-07-09 12:10:12.729,2024-07-09 12:10:12,2024-07-09 12:10:00
4970,78826572,496,144.49,14893900,26.91,1720527019572.0,2024-07-09 12:10:19.572,2024-07-09 12:10:19,2024-07-09 12:10:00
4971,78834755,560,175.34,14895425,27.34,1720527027755.0,2024-07-09 12:10:27.755,2024-07-09 12:10:27,2024-07-09 12:10:00
4972,78842227,615,227.36,14896945,27.34,1720527035227.0,2024-07-09 12:10:35.227,2024-07-09 12:10:35,2024-07-09 12:10:00
4973,78858259,531,160.62,14899990,27.02,1720527051259.0,2024-07-09 12:10:51.259,2024-07-09 12:10:51,2024-07-09 12:10:00
4974,78864553,499,141.24,14901129,27.34,1720527057553.0,2024-07-09 12:10:57.553,2024-07-09 12:10:57,2024-07-09 12:10:00
4975,78872909,428,101.58,14902654,27.34,1720527065909.0,2024-07-09 12:11:05.909,2024-07-09 12:11:05,2024-07-09 12:11:00
4976,78894605,527,155.96,14906795,27.13,1720527087605.0,2024-07-09 12:11:27.605,2024-07-09 12:11:27,2024-07-09 12:11:00
4977,78897837,615,227.36,14907371,27.13,1720527090837.0,2024-07-09 12:11:30.837,2024-07-09 12:11:30,2024-07-09 12:11:00
4978,78898983,519,154.3,14907565,26.91,1720527091983.0,2024-07-09 12:11:31.983,2024-07-09 12:11:31,2024-07-09 12:11:00
4979,78921882,563,181.65,14911940,27.13,1720527114882.0,2024-07-09 12:11:54.882,2024-07-09 12:11:54,2024-07-09 12:11:00
4980,78925629,515,147.53,14912700,26.81,1720527118629.0,2024-07-09 12:11:58.629,2024-07-09 12:11:58,2024-07-09 12:11:00
4981,78947888,536,160.18,14916875,27.13,1720527140888.0,2024-07-09 12:12:20.888,2024-07-09 12:12:20,2024-07-09 12:12:00
