Event,RunTime,ADC,SiPM,DownTime,Temp,Time_stamp_ms,Time_stamp,Time_stamp2,Time_stamp3
1,3870,398,85.63,929,26.91,1720448196870.0,2024-07-08 14:16:36.870,2024-07-08 14:16:36,2024-07-08 14:16:00
2,16684,529,156.43,3333,26.7,1720448209684.0,2024-07-08 14:16:49.684,2024-07-08 14:16:49,2024-07-08 14:16:00
3,44354,556,174.47,8571,27.13,1720448237354.0,2024-07-08 14:17:17.354,2024-07-08 14:17:17,2024-07-08 14:17:00
4,54773,728,431.28,10451,26.81,1720448247773.0,2024-07-08 14:17:27.773,2024-07-08 14:17:27,2024-07-08 14:17:00
5,58420,423,97.36,11205,27.34,1720448251420.0,2024-07-08 14:17:31.420,2024-07-08 14:17:31,2024-07-08 14:17:00
6,70556,515,147.53,13430,26.81,1720448263556.0,2024-07-08 14:17:43.556,2024-07-08 14:17:43,2024-07-08 14:17:00
7,72284,583,201.26,13807,27.13,1720448265284.0,2024-07-08 14:17:45.284,2024-07-08 14:17:45,2024-07-08 14:17:00
8,80729,519,154.3,15306,26.48,1720448273729.0,2024-07-08 14:17:53.729,2024-07-08 14:17:53,2024-07-08 14:17:00
9,134894,568,189.84,25392,26.81,1720448327894.0,2024-07-08 14:18:47.894,2024-07-08 14:18:47,2024-07-08 14:18:00
10,135841,551,164.56,25584,26.48,1720448328841.0,2024-07-08 14:18:48.841,2024-07-08 14:18:48,2024-07-08 14:18:00
11,140657,519,154.3,26527,26.7,1720448333657.0,2024-07-08 14:18:53.657,2024-07-08 14:18:53,2024-07-08 14:18:00
12,145678,563,181.65,27464,26.91,1720448338678.0,2024-07-08 14:18:58.678,2024-07-08 14:18:58,2024-07-08 14:18:00
13,150468,513,148.53,28413,26.91,1720448343468.0,2024-07-08 14:19:03.468,2024-07-08 14:19:03,2024-07-08 14:19:00
14,163461,524,150.73,30846,26.91,1720448356461.0,2024-07-08 14:19:16.461,2024-07-08 14:19:16,2024-07-08 14:19:00
15,171859,704,326.52,32342,26.81,1720448364859.0,2024-07-08 14:19:24.859,2024-07-08 14:19:24,2024-07-08 14:19:00
16,173342,711,380.66,32722,26.91,1720448366342.0,2024-07-08 14:19:26.342,2024-07-08 14:19:26,2024-07-08 14:19:00
17,191806,537,162.17,36101,27.13,1720448384806.0,2024-07-08 14:19:44.806,2024-07-08 14:19:44,2024-07-08 14:19:00
18,194760,568,189.84,36669,26.81,1720448387760.0,2024-07-08 14:19:47.760,2024-07-08 14:19:47,2024-07-08 14:19:00
19,212880,575,187.3,40048,26.81,1720448405880.0,2024-07-08 14:20:05.880,2024-07-08 14:20:05,2024-07-08 14:20:00
20,224276,547,162.22,42310,26.48,1720448417276.0,2024-07-08 14:20:17.276,2024-07-08 14:20:17,2024-07-08 14:20:00
21,237651,499,141.24,44753,26.91,1720448430651.0,2024-07-08 14:20:30.651,2024-07-08 14:20:30,2024-07-08 14:20:00
22,239781,719,344.94,45131,26.48,1720448432781.0,2024-07-08 14:20:32.781,2024-07-08 14:20:32,2024-07-08 14:20:00
23,241670,512,144.44,45510,26.48,1720448434670.0,2024-07-08 14:20:34.670,2024-07-08 14:20:34,2024-07-08 14:20:00
24,250535,540,166.11,47195,27.34,1720448443535.0,2024-07-08 14:20:43.535,2024-07-08 14:20:43,2024-07-08 14:20:00
25,257429,583,201.26,48512,26.81,1720448450429.0,2024-07-08 14:20:50.429,2024-07-08 14:20:50,2024-07-08 14:20:00
26,270238,639,249.88,50962,27.02,1720448463238.0,2024-07-08 14:21:03.238,2024-07-08 14:21:03,2024-07-08 14:21:00
27,293480,511,149.39,55287,27.13,1720448486480.0,2024-07-08 14:21:26.480,2024-07-08 14:21:26,2024-07-08 14:21:00
28,304586,399,87.3,57346,27.34,1720448497586.0,2024-07-08 14:21:37.586,2024-07-08 14:21:37,2024-07-08 14:21:00
29,378331,600,203.87,71073,27.13,1720448571331.0,2024-07-08 14:22:51.331,2024-07-08 14:22:51,2024-07-08 14:22:00
30,383371,560,175.34,72015,26.7,1720448576371.0,2024-07-08 14:22:56.371,2024-07-08 14:22:56,2024-07-08 14:22:00
31,395362,700,294.28,74276,26.7,1720448588362.0,2024-07-08 14:23:08.362,2024-07-08 14:23:08,2024-07-08 14:23:00
32,402228,313,56.02,75595,26.81,1720448595228.0,2024-07-08 14:23:15.228,2024-07-08 14:23:15,2024-07-08 14:23:00
33,413590,812,680.88,77630,26.91,1720448606590.0,2024-07-08 14:23:26.590,2024-07-08 14:23:26,2024-07-08 14:23:00
34,414365,721,433.48,77822,27.02,1720448607365.0,2024-07-08 14:23:27.365,2024-07-08 14:23:27,2024-07-08 14:23:00
35,454581,531,160.62,85331,26.7,1720448647581.0,2024-07-08 14:24:07.581,2024-07-08 14:24:07,2024-07-08 14:24:00
36,482761,610,202.52,90590,27.13,1720448675761.0,2024-07-08 14:24:35.761,2024-07-08 14:24:35,2024-07-08 14:24:00
37,487190,355,68.3,91535,26.81,1720448680190.0,2024-07-08 14:24:40.190,2024-07-08 14:24:40,2024-07-08 14:24:00
38,496269,494,141.37,93202,27.13,1720448689269.0,2024-07-08 14:24:49.269,2024-07-08 14:24:49,2024-07-08 14:24:00
39,512591,543,164.77,96194,26.91,1720448705591.0,2024-07-08 14:25:05.591,2024-07-08 14:25:05,2024-07-08 14:25:00
40,514192,594,199.72,96573,26.81,1720448707192.0,2024-07-08 14:25:07.192,2024-07-08 14:25:07,2024-07-08 14:25:00
41,515499,476,129.76,96766,26.7,1720448708499.0,2024-07-08 14:25:08.499,2024-07-08 14:25:08,2024-07-08 14:25:00
42,537289,499,141.24,100871,27.13,1720448730289.0,2024-07-08 14:25:30.289,2024-07-08 14:25:30,2024-07-08 14:25:00
43,547517,639,249.88,102739,27.13,1720448740517.0,2024-07-08 14:25:40.517,2024-07-08 14:25:40,2024-07-08 14:25:00
44,588699,519,154.3,110445,26.91,1720448781699.0,2024-07-08 14:26:21.699,2024-07-08 14:26:21,2024-07-08 14:26:00
45,597931,540,166.11,112127,26.91,1720448790931.0,2024-07-08 14:26:30.931,2024-07-08 14:26:30,2024-07-08 14:26:00
46,602613,536,160.18,113068,27.13,1720448795613.0,2024-07-08 14:26:35.613,2024-07-08 14:26:35,2024-07-08 14:26:00
47,614671,755,529.8,115322,26.59,1720448807671.0,2024-07-08 14:26:47.671,2024-07-08 14:26:47,2024-07-08 14:26:00
48,641376,572,183.73,120396,26.48,1720448834376.0,2024-07-08 14:27:14.376,2024-07-08 14:27:14,2024-07-08 14:27:00
49,650896,700,294.28,122088,26.59,1720448843896.0,2024-07-08 14:27:23.896,2024-07-08 14:27:23,2024-07-08 14:27:00
50,673636,499,141.24,126410,26.91,1720448866636.0,2024-07-08 14:27:46.636,2024-07-08 14:27:46,2024-07-08 14:27:00
51,689332,531,160.62,129401,27.34,1720448882332.0,2024-07-08 14:28:02.332,2024-07-08 14:28:02,2024-07-08 14:28:00
52,728584,332,61.17,136728,27.34,1720448921584.0,2024-07-08 14:28:41.584,2024-07-08 14:28:41,2024-07-08 14:28:00
53,729605,655,252.34,136920,26.81,1720448922605.0,2024-07-08 14:28:42.605,2024-07-08 14:28:42,2024-07-08 14:28:00
54,732878,499,141.24,137488,26.91,1720448925878.0,2024-07-08 14:28:45.878,2024-07-08 14:28:45,2024-07-08 14:28:00
55,742897,927,1487.84,139366,26.48,1720448935897.0,2024-07-08 14:28:55.897,2024-07-08 14:28:55,2024-07-08 14:28:00
56,746394,512,144.44,140119,27.13,1720448939394.0,2024-07-08 14:28:59.394,2024-07-08 14:28:59,2024-07-08 14:28:00
57,751327,543,164.77,141055,26.7,1720448944327.0,2024-07-08 14:29:04.327,2024-07-08 14:29:04,2024-07-08 14:29:00
58,761406,595,212.63,142939,26.81,1720448954406.0,2024-07-08 14:29:14.406,2024-07-08 14:29:14,2024-07-08 14:29:00
59,762434,633,241.23,143132,26.48,1720448955434.0,2024-07-08 14:29:15.434,2024-07-08 14:29:15,2024-07-08 14:29:00
60,805419,531,160.62,151206,27.13,1720448998419.0,2024-07-08 14:29:58.419,2024-07-08 14:29:58,2024-07-08 14:29:00
61,807460,505,145.23,151586,26.59,1720449000460.0,2024-07-08 14:30:00.460,2024-07-08 14:30:00,2024-07-08 14:30:00
62,811250,706,334.98,152339,26.7,1720449004250.0,2024-07-08 14:30:04.250,2024-07-08 14:30:04,2024-07-08 14:30:00
63,811283,583,201.26,152344,26.81,1720449004283.0,2024-07-08 14:30:04.283,2024-07-08 14:30:04,2024-07-08 14:30:00
64,834270,494,141.37,156660,27.02,1720449027270.0,2024-07-08 14:30:27.270,2024-07-08 14:30:27,2024-07-08 14:30:00
65,877923,691,332.16,164700,27.34,1720449070923.0,2024-07-08 14:31:10.923,2024-07-08 14:31:10,2024-07-08 14:31:00
66,884994,560,175.34,166021,26.91,1720449077994.0,2024-07-08 14:31:17.994,2024-07-08 14:31:17,2024-07-08 14:31:00
67,885341,583,201.26,166214,26.91,1720449078341.0,2024-07-08 14:31:18.341,2024-07-08 14:31:18,2024-07-08 14:31:00
68,891834,433,104.37,167346,27.13,1720449084834.0,2024-07-08 14:31:24.834,2024-07-08 14:31:24,2024-07-08 14:31:00
69,903510,679,318.29,169577,26.91,1720449096510.0,2024-07-08 14:31:36.510,2024-07-08 14:31:36,2024-07-08 14:31:00
70,916988,561,174.17,172023,27.02,1720449109988.0,2024-07-08 14:31:49.988,2024-07-08 14:31:49,2024-07-08 14:31:00
71,924791,575,187.3,173528,26.7,1720449117791.0,2024-07-08 14:31:57.791,2024-07-08 14:31:57,2024-07-08 14:31:00
72,926286,531,160.62,173908,27.13,1720449119286.0,2024-07-08 14:31:59.286,2024-07-08 14:31:59,2024-07-08 14:31:00
73,944421,536,160.18,177291,27.34,1720449137421.0,2024-07-08 14:32:17.421,2024-07-08 14:32:17,2024-07-08 14:32:00
74,968251,728,431.28,181797,26.81,1720449161251.0,2024-07-08 14:32:41.251,2024-07-08 14:32:41,2024-07-08 14:32:00
75,997806,66,18.36,187235,27.13,1720449190806.0,2024-07-08 14:33:10.806,2024-07-08 14:33:10,2024-07-08 14:33:00
76,1009792,496,144.49,189432,26.91,1720449202792.0,2024-07-08 14:33:22.792,2024-07-08 14:33:22,2024-07-08 14:33:00
77,1032484,85,20.67,193734,26.7,1720449225484.0,2024-07-08 14:33:45.484,2024-07-08 14:33:45,2024-07-08 14:33:00
78,1038311,134,24.82,194843,27.13,1720449231311.0,2024-07-08 14:33:51.311,2024-07-08 14:33:51,2024-07-08 14:33:00
79,1049283,271,46.93,196876,27.34,1720449242283.0,2024-07-08 14:34:02.283,2024-07-08 14:34:02,2024-07-08 14:34:00
80,1074748,595,212.63,201478,27.24,1720449267748.0,2024-07-08 14:34:27.748,2024-07-08 14:34:27,2024-07-08 14:34:00
81,1115806,696,307.73,209177,27.13,1720449308806.0,2024-07-08 14:35:08.806,2024-07-08 14:35:08,2024-07-08 14:35:00
82,1136910,345,64.98,213124,26.7,1720449329910.0,2024-07-08 14:35:29.910,2024-07-08 14:35:29,2024-07-08 14:35:00
83,1145823,146,26.08,214794,27.24,1720449338823.0,2024-07-08 14:35:38.823,2024-07-08 14:35:38,2024-07-08 14:35:00
84,1204363,127,24.18,225636,26.91,1720449397363.0,2024-07-08 14:36:37.363,2024-07-08 14:36:37,2024-07-08 14:36:00
85,1229249,591,188.65,230231,27.13,1720449422249.0,2024-07-08 14:37:02.249,2024-07-08 14:37:02,2024-07-08 14:37:00
86,1251898,627,249.17,234366,26.48,1720449444898.0,2024-07-08 14:37:24.898,2024-07-08 14:37:24,2024-07-08 14:37:00
87,1276311,556,174.47,239062,27.02,1720449469311.0,2024-07-08 14:37:49.311,2024-07-08 14:37:49,2024-07-08 14:37:00
88,1317930,575,187.3,246761,26.59,1720449510930.0,2024-07-08 14:38:30.930,2024-07-08 14:38:30,2024-07-08 14:38:00
89,1338624,530,159.82,250707,26.48,1720449531624.0,2024-07-08 14:38:51.624,2024-07-08 14:38:51,2024-07-08 14:38:00
90,1350643,568,189.84,252962,26.7,1720449543643.0,2024-07-08 14:39:03.643,2024-07-08 14:39:03,2024-07-08 14:39:00
91,1408542,519,154.3,263853,27.13,1720449601542.0,2024-07-08 14:40:01.542,2024-07-08 14:40:01,2024-07-08 14:40:00
92,1416907,561,174.17,265350,26.7,1720449609907.0,2024-07-08 14:40:09.907,2024-07-08 14:40:09,2024-07-08 14:40:00
93,1426225,166,28.62,267233,27.13,1720449619225.0,2024-07-08 14:40:19.225,2024-07-08 14:40:19,2024-07-08 14:40:00
94,1473939,496,144.49,275884,26.91,1720449666939.0,2024-07-08 14:41:06.939,2024-07-08 14:41:06,2024-07-08 14:41:00
95,1481941,489,138.11,277388,27.13,1720449674941.0,2024-07-08 14:41:14.941,2024-07-08 14:41:14,2024-07-08 14:41:00
96,1497466,556,174.47,280379,26.81,1720449690466.0,2024-07-08 14:41:30.466,2024-07-08 14:41:30,2024-07-08 14:41:00
97,1501704,671,277.06,281136,26.91,1720449694704.0,2024-07-08 14:41:34.704,2024-07-08 14:41:34,2024-07-08 14:41:00
98,1502520,108,22.63,281328,27.13,1720449695520.0,2024-07-08 14:41:35.520,2024-07-08 14:41:35,2024-07-08 14:41:00
99,1505471,120,23.58,281884,27.13,1720449698471.0,2024-07-08 14:41:38.471,2024-07-08 14:41:38,2024-07-08 14:41:00
100,1533477,562,184.71,287043,26.48,1720449726477.0,2024-07-08 14:42:06.477,2024-07-08 14:42:06,2024-07-08 14:42:00
101,1565790,519,154.3,293055,27.13,1720449758790.0,2024-07-08 14:42:38.790,2024-07-08 14:42:38,2024-07-08 14:42:00
102,1569598,542,168.67,293810,26.91,1720449762598.0,2024-07-08 14:42:42.598,2024-07-08 14:42:42,2024-07-08 14:42:00
103,1569805,172,29.49,293816,27.34,1720449762805.0,2024-07-08 14:42:42.805,2024-07-08 14:42:42,2024-07-08 14:42:00
104,1576546,671,277.06,295106,27.13,1720449769546.0,2024-07-08 14:42:49.546,2024-07-08 14:42:49,2024-07-08 14:42:00
105,1584922,655,252.34,296616,27.13,1720449777922.0,2024-07-08 14:42:57.922,2024-07-08 14:42:57,2024-07-08 14:42:00
106,1587491,211,35.96,297184,27.34,1720449780491.0,2024-07-08 14:43:00.491,2024-07-08 14:43:00,2024-07-08 14:43:00
107,1613645,453,113.81,301993,26.91,1720449806645.0,2024-07-08 14:43:26.645,2024-07-08 14:43:26,2024-07-08 14:43:00
108,1616727,536,160.18,302559,26.81,1720449809727.0,2024-07-08 14:43:29.727,2024-07-08 14:43:29,2024-07-08 14:43:00
109,1617912,492,134.92,302751,26.91,1720449810912.0,2024-07-08 14:43:30.912,2024-07-08 14:43:30,2024-07-08 14:43:00
110,1623197,633,241.23,303877,26.7,1720449816197.0,2024-07-08 14:43:36.197,2024-07-08 14:43:36,2024-07-08 14:43:00
111,1637758,638,261.42,306509,27.13,1720449830758.0,2024-07-08 14:43:50.758,2024-07-08 14:43:50,2024-07-08 14:43:00
112,1654781,489,138.11,309707,27.13,1720449847781.0,2024-07-08 14:44:07.781,2024-07-08 14:44:07,2024-07-08 14:44:00
113,1655542,531,160.62,309899,26.48,1720449848542.0,2024-07-08 14:44:08.542,2024-07-08 14:44:08,2024-07-08 14:44:00
114,1657409,473,126.29,310279,27.02,1720449850409.0,2024-07-08 14:44:10.409,2024-07-08 14:44:10,2024-07-08 14:44:00
115,1679727,483,132.6,314391,27.13,1720449872727.0,2024-07-08 14:44:32.727,2024-07-08 14:44:32,2024-07-08 14:44:00
116,1682642,496,144.49,314957,27.13,1720449875642.0,2024-07-08 14:44:35.642,2024-07-08 14:44:35,2024-07-08 14:44:00
117,1700725,536,160.18,318340,27.34,1720449893725.0,2024-07-08 14:44:53.725,2024-07-08 14:44:53,2024-07-08 14:44:00
118,1708420,561,174.17,319847,26.81,1720449901420.0,2024-07-08 14:45:01.420,2024-07-08 14:45:01,2024-07-08 14:45:00
119,1719838,600,203.87,321921,26.91,1720449912838.0,2024-07-08 14:45:12.838,2024-07-08 14:45:12,2024-07-08 14:45:00
120,1724872,423,97.36,322864,27.13,1720449917872.0,2024-07-08 14:45:17.872,2024-07-08 14:45:17,2024-07-08 14:45:00
121,1734862,563,181.65,324731,27.13,1720449927862.0,2024-07-08 14:45:27.862,2024-07-08 14:45:27,2024-07-08 14:45:00
122,1737846,588,183.26,325300,27.13,1720449930846.0,2024-07-08 14:45:30.846,2024-07-08 14:45:30,2024-07-08 14:45:00
123,1748645,542,168.67,327364,27.13,1720449941645.0,2024-07-08 14:45:41.645,2024-07-08 14:45:41,2024-07-08 14:45:00
124,1749407,688,328.69,327556,26.59,1720449942407.0,2024-07-08 14:45:42.407,2024-07-08 14:45:42,2024-07-08 14:45:00
125,1766997,575,187.3,330750,27.13,1720449959997.0,2024-07-08 14:45:59.997,2024-07-08 14:45:59,2024-07-08 14:45:00
126,1769981,551,164.56,331317,26.91,1720449962981.0,2024-07-08 14:46:02.981,2024-07-08 14:46:02,2024-07-08 14:46:00
127,1796621,131,24.54,336395,27.13,1720449989621.0,2024-07-08 14:46:29.621,2024-07-08 14:46:29,2024-07-08 14:46:00
128,1805427,608,202.86,338049,26.91,1720449998427.0,2024-07-08 14:46:38.427,2024-07-08 14:46:38,2024-07-08 14:46:00
129,1807791,511,149.39,338430,27.13,1720450000791.0,2024-07-08 14:46:40.791,2024-07-08 14:46:40,2024-07-08 14:46:00
130,1855748,504,143.61,347444,27.13,1720450048748.0,2024-07-08 14:47:28.748,2024-07-08 14:47:28,2024-07-08 14:47:00
131,1867587,485,135.76,349697,27.13,1720450060587.0,2024-07-08 14:47:40.587,2024-07-08 14:47:40,2024-07-08 14:47:00
132,1901340,563,181.65,356061,27.13,1720450094340.0,2024-07-08 14:48:14.340,2024-07-08 14:48:14,2024-07-08 14:48:00
133,1924973,517,151.05,360379,26.91,1720450117973.0,2024-07-08 14:48:37.973,2024-07-08 14:48:37,2024-07-08 14:48:00
134,1951427,583,201.26,365448,26.59,1720450144427.0,2024-07-08 14:49:04.427,2024-07-08 14:49:04,2024-07-08 14:49:00
135,1963607,608,202.86,367708,27.13,1720450156607.0,2024-07-08 14:49:16.607,2024-07-08 14:49:16,2024-07-08 14:49:00
136,1964779,519,154.3,367900,27.13,1720450157779.0,2024-07-08 14:49:17.779,2024-07-08 14:49:17,2024-07-08 14:49:00
137,1967835,568,189.84,368471,26.91,1720450160835.0,2024-07-08 14:49:20.835,2024-07-08 14:49:20,2024-07-08 14:49:00
138,1979746,524,150.73,370728,27.13,1720450172746.0,2024-07-08 14:49:32.746,2024-07-08 14:49:32,2024-07-08 14:49:00
139,1981771,579,187.32,371110,26.91,1720450174771.0,2024-07-08 14:49:34.771,2024-07-08 14:49:34,2024-07-08 14:49:00
140,2014298,575,187.3,377316,27.13,1720450207298.0,2024-07-08 14:50:07.298,2024-07-08 14:50:07,2024-07-08 14:50:00
141,2018996,600,203.87,378077,26.7,1720450211996.0,2024-07-08 14:50:11.996,2024-07-08 14:50:11,2024-07-08 14:50:00
142,2057924,486,135.98,385403,27.13,1720450250924.0,2024-07-08 14:50:50.924,2024-07-08 14:50:50,2024-07-08 14:50:00
143,2065460,145,25.96,386898,27.34,1720450258460.0,2024-07-08 14:50:58.460,2024-07-08 14:50:58,2024-07-08 14:50:00
144,2069388,227,38.83,387637,27.13,1720450262388.0,2024-07-08 14:51:02.388,2024-07-08 14:51:02,2024-07-08 14:51:00
145,2100361,556,174.47,393334,27.02,1720450293361.0,2024-07-08 14:51:33.361,2024-07-08 14:51:33,2024-07-08 14:51:00
146,2143749,659,253.36,401407,27.02,1720450336749.0,2024-07-08 14:52:16.749,2024-07-08 14:52:16,2024-07-08 14:52:00
147,2150358,636,231.85,402725,27.13,1720450343358.0,2024-07-08 14:52:23.358,2024-07-08 14:52:23,2024-07-08 14:52:00
148,2165422,527,155.96,405547,27.34,1720450358422.0,2024-07-08 14:52:38.422,2024-07-08 14:52:38,2024-07-08 14:52:00
149,2172658,582,193.83,406864,27.02,1720450365658.0,2024-07-08 14:52:45.658,2024-07-08 14:52:45,2024-07-08 14:52:00
150,2194353,575,187.3,411001,27.13,1720450387353.0,2024-07-08 14:53:07.353,2024-07-08 14:53:07,2024-07-08 14:53:00
151,2210391,775,556.41,414013,26.81,1720450403391.0,2024-07-08 14:53:23.391,2024-07-08 14:53:23,2024-07-08 14:53:00
152,2211821,508,144.95,414206,26.7,1720450404821.0,2024-07-08 14:53:24.821,2024-07-08 14:53:24,2024-07-08 14:53:00
153,2225359,547,162.22,416831,27.13,1720450418359.0,2024-07-08 14:53:38.359,2024-07-08 14:53:38,2024-07-08 14:53:00
154,2270413,547,162.22,425278,26.91,1720450463413.0,2024-07-08 14:54:23.413,2024-07-08 14:54:23,2024-07-08 14:54:00
155,2274248,553,176.67,426031,26.91,1720450467248.0,2024-07-08 14:54:27.248,2024-07-08 14:54:27,2024-07-08 14:54:00
156,2278654,515,147.53,426788,26.91,1720450471654.0,2024-07-08 14:54:31.654,2024-07-08 14:54:31,2024-07-08 14:54:00
157,2303431,620,217.12,431481,27.13,1720450496431.0,2024-07-08 14:54:56.431,2024-07-08 14:54:56,2024-07-08 14:54:00
158,2310641,496,144.49,432801,26.48,1720450503641.0,2024-07-08 14:55:03.641,2024-07-08 14:55:03,2024-07-08 14:55:00
159,2323786,655,252.34,435242,26.91,1720450516786.0,2024-07-08 14:55:16.786,2024-07-08 14:55:16,2024-07-08 14:55:00
160,2345292,504,143.61,439374,26.91,1720450538292.0,2024-07-08 14:55:38.292,2024-07-08 14:55:38,2024-07-08 14:55:00
161,2368561,558,172.78,443694,26.81,1720450561561.0,2024-07-08 14:56:01.561,2024-07-08 14:56:01,2024-07-08 14:56:00
162,2369516,633,241.23,443887,26.7,1720450562516.0,2024-07-08 14:56:02.516,2024-07-08 14:56:02,2024-07-08 14:56:00
163,2371415,158,27.53,444269,26.81,1720450564415.0,2024-07-08 14:56:04.415,2024-07-08 14:56:04,2024-07-08 14:56:00
164,2390260,496,144.49,447761,27.13,1720450583260.0,2024-07-08 14:56:23.260,2024-07-08 14:56:23,2024-07-08 14:56:00
165,2404197,55,16.58,450385,26.81,1720450597197.0,2024-07-08 14:56:37.197,2024-07-08 14:56:37,2024-07-08 14:56:00
166,2433246,524,150.73,455716,27.13,1720450626246.0,2024-07-08 14:57:06.246,2024-07-08 14:57:06,2024-07-08 14:57:00
167,2448442,556,174.47,458537,26.81,1720450641442.0,2024-07-08 14:57:21.442,2024-07-08 14:57:21,2024-07-08 14:57:00
168,2509301,472,125.87,470000,27.13,1720450702301.0,2024-07-08 14:58:22.301,2024-07-08 14:58:22,2024-07-08 14:58:00
169,2531263,291,50.97,474114,27.13,1720450724263.0,2024-07-08 14:58:44.263,2024-07-08 14:58:44,2024-07-08 14:58:00
170,2533613,504,143.61,474491,26.91,1720450726613.0,2024-07-08 14:58:46.613,2024-07-08 14:58:46,2024-07-08 14:58:00
171,2538531,537,162.17,475434,27.13,1720450731531.0,2024-07-08 14:58:51.531,2024-07-08 14:58:51,2024-07-08 14:58:00
172,2561434,697,299.81,479755,26.91,1720450754434.0,2024-07-08 14:59:14.434,2024-07-08 14:59:14,2024-07-08 14:59:00
173,2594599,521,150.31,485957,27.13,1720450787599.0,2024-07-08 14:59:47.599,2024-07-08 14:59:47,2024-07-08 14:59:00
174,2615418,590,200.72,489909,27.13,1720450808418.0,2024-07-08 15:00:08.418,2024-07-08 15:00:08,2024-07-08 15:00:00
175,2686275,519,154.3,503241,26.91,1720450879275.0,2024-07-08 15:01:19.275,2024-07-08 15:01:19,2024-07-08 15:01:00
176,2717599,588,183.26,509062,26.91,1720450910599.0,2024-07-08 15:01:50.599,2024-07-08 15:01:50,2024-07-08 15:01:00
177,2728947,527,155.96,511128,26.91,1720450921947.0,2024-07-08 15:02:01.947,2024-07-08 15:02:01,2024-07-08 15:02:00
178,2745379,543,164.77,514318,27.13,1720450938379.0,2024-07-08 15:02:18.379,2024-07-08 15:02:18,2024-07-08 15:02:00
179,2749890,524,150.73,515073,27.34,1720450942890.0,2024-07-08 15:02:22.890,2024-07-08 15:02:22,2024-07-08 15:02:00
180,2793494,529,156.43,523341,27.13,1720450986494.0,2024-07-08 15:03:06.494,2024-07-08 15:03:06,2024-07-08 15:03:00
181,2812496,359,69.86,526922,27.13,1720451005496.0,2024-07-08 15:03:25.496,2024-07-08 15:03:25,2024-07-08 15:03:00
182,2835847,531,160.62,531181,26.7,1720451028847.0,2024-07-08 15:03:48.847,2024-07-08 15:03:48,2024-07-08 15:03:00
183,2888270,547,162.22,541138,27.34,1720451081270.0,2024-07-08 15:04:41.270,2024-07-08 15:04:41,2024-07-08 15:04:00
184,2912590,574,181.47,545654,26.81,1720451105590.0,2024-07-08 15:05:05.590,2024-07-08 15:05:05,2024-07-08 15:05:00
185,2913205,79,20.03,545846,26.91,1720451106205.0,2024-07-08 15:05:06.205,2024-07-08 15:05:06,2024-07-08 15:05:00
186,2945196,540,166.11,551735,27.13,1720451138196.0,2024-07-08 15:05:38.196,2024-07-08 15:05:38,2024-07-08 15:05:00
187,2975327,568,189.84,557369,27.13,1720451168327.0,2024-07-08 15:06:08.327,2024-07-08 15:06:08,2024-07-08 15:06:00
188,3015220,624,242.54,564885,27.13,1720451208220.0,2024-07-08 15:06:48.220,2024-07-08 15:06:48,2024-07-08 15:06:00
189,3058209,504,143.61,572965,26.91,1720451251209.0,2024-07-08 15:07:31.209,2024-07-08 15:07:31,2024-07-08 15:07:00
190,3078898,485,135.76,576719,27.13,1720451271898.0,2024-07-08 15:07:51.898,2024-07-08 15:07:51,2024-07-08 15:07:00
191,3098334,81,20.25,580457,26.91,1720451291334.0,2024-07-08 15:08:11.334,2024-07-08 15:08:11,2024-07-08 15:08:00
192,3098460,583,201.26,580462,26.81,1720451291460.0,2024-07-08 15:08:11.460,2024-07-08 15:08:11,2024-07-08 15:08:00
193,3122295,515,147.53,584968,27.24,1720451315295.0,2024-07-08 15:08:35.295,2024-07-08 15:08:35,2024-07-08 15:08:00
194,3133846,153,26.9,587039,27.13,1720451326846.0,2024-07-08 15:08:46.846,2024-07-08 15:08:46,2024-07-08 15:08:00
195,3139247,521,150.31,588146,27.02,1720451332247.0,2024-07-08 15:08:52.247,2024-07-08 15:08:52,2024-07-08 15:08:00
196,3168235,499,141.24,593595,26.81,1720451361235.0,2024-07-08 15:09:21.235,2024-07-08 15:09:21,2024-07-08 15:09:00
197,3196208,480,130.21,598849,27.13,1720451389208.0,2024-07-08 15:09:49.208,2024-07-08 15:09:49,2024-07-08 15:09:00
198,3202349,568,189.84,599973,27.02,1720451395349.0,2024-07-08 15:09:55.349,2024-07-08 15:09:55,2024-07-08 15:09:00
199,3204451,709,376.18,600352,27.13,1720451397451.0,2024-07-08 15:09:57.451,2024-07-08 15:09:57,2024-07-08 15:09:00
200,3285757,601,200.55,615569,27.34,1720451478757.0,2024-07-08 15:11:18.757,2024-07-08 15:11:18,2024-07-08 15:11:00
201,3287409,521,150.31,615948,27.24,1720451480409.0,2024-07-08 15:11:20.409,2024-07-08 15:11:20,2024-07-08 15:11:00
202,3296342,748,436.69,617645,27.13,1720451489342.0,2024-07-08 15:11:29.342,2024-07-08 15:11:29,2024-07-08 15:11:00
203,3297723,664,270.86,617839,26.91,1720451490723.0,2024-07-08 15:11:30.723,2024-07-08 15:11:30,2024-07-08 15:11:00
204,3301668,537,162.17,618598,27.13,1720451494668.0,2024-07-08 15:11:34.668,2024-07-08 15:11:34,2024-07-08 15:11:00
205,3322396,551,164.56,622546,27.34,1720451515396.0,2024-07-08 15:11:55.396,2024-07-08 15:11:55,2024-07-08 15:11:00
206,3360990,67,18.51,629688,27.02,1720451553990.0,2024-07-08 15:12:33.990,2024-07-08 15:12:33,2024-07-08 15:12:00
